V4_0,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measureofwellbeing
43.65,year ending,January 2014 - December 2014,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
38.69,year ending,January 2014 - December 2014,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
7.6,year ending,April 2014 - March 2015,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.56,year ending,April 2014 - March 2015,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.66,year ending,April 2014 - March 2015,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.89,year ending,April 2014 - March 2015,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
4.74,year ending,April 2014 - March 2015,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
14.93,year ending,April 2014 - March 2015,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
51.92,year ending,April 2014 - March 2015,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
28.4,year ending,April 2014 - March 2015,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
5.49,year ending,April 2014 - March 2015,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
15.82,year ending,April 2014 - March 2015,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
49.98,year ending,April 2014 - March 2015,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
28.71,year ending,April 2014 - March 2015,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
4.74,year ending,April 2014 - March 2015,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
13.69,year ending,April 2014 - March 2015,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
52.77,year ending,April 2014 - March 2015,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
28.81,year ending,April 2014 - March 2015,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
3.35,year ending,April 2014 - March 2015,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
13.0,year ending,April 2014 - March 2015,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
44.41,year ending,April 2014 - March 2015,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
39.24,year ending,April 2014 - March 2015,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
7.62,year ending,July 2014 - June 2015,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.59,year ending,July 2014 - June 2015,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.66,year ending,July 2014 - June 2015,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.91,year ending,July 2014 - June 2015,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
4.62,year ending,July 2014 - June 2015,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
14.62,year ending,July 2014 - June 2015,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
52.23,year ending,July 2014 - June 2015,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
28.54,year ending,July 2014 - June 2015,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
5.45,year ending,July 2014 - June 2015,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
15.2,year ending,July 2014 - June 2015,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
50.3,year ending,July 2014 - June 2015,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
29.04,year ending,July 2014 - June 2015,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
4.64,year ending,July 2014 - June 2015,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
13.8,year ending,July 2014 - June 2015,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
52.49,year ending,July 2014 - June 2015,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
29.07,year ending,July 2014 - June 2015,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
3.62,year ending,July 2014 - June 2015,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
12.67,year ending,July 2014 - June 2015,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
43.52,year ending,July 2014 - June 2015,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
40.19,year ending,July 2014 - June 2015,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
7.64,year ending,October 2014 - September 2015,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.6,year ending,October 2014 - September 2015,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.67,year ending,October 2014 - September 2015,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.9,year ending,October 2014 - September 2015,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
4.52,year ending,October 2014 - September 2015,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
14.49,year ending,October 2014 - September 2015,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
52.2,year ending,October 2014 - September 2015,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
28.8,year ending,October 2014 - September 2015,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
5.5,year ending,October 2014 - September 2015,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
14.89,year ending,October 2014 - September 2015,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
50.44,year ending,October 2014 - September 2015,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
29.17,year ending,October 2014 - September 2015,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
4.52,year ending,October 2014 - September 2015,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
14.07,year ending,October 2014 - September 2015,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
52.55,year ending,October 2014 - September 2015,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
28.87,year ending,October 2014 - September 2015,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
3.96,year ending,October 2014 - September 2015,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
11.93,year ending,October 2014 - September 2015,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
44.22,year ending,October 2014 - September 2015,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
39.88,year ending,October 2014 - September 2015,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
7.64,year ending,January 2015 - December 2015,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.62,year ending,January 2015 - December 2015,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.69,year ending,January 2015 - December 2015,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.88,year ending,January 2015 - December 2015,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
4.47,year ending,January 2015 - December 2015,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
14.37,year ending,January 2015 - December 2015,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
52.43,year ending,January 2015 - December 2015,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
28.73,year ending,January 2015 - December 2015,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
5.42,year ending,January 2015 - December 2015,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
14.3,year ending,January 2015 - December 2015,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
50.76,year ending,January 2015 - December 2015,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
29.51,year ending,January 2015 - December 2015,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
4.28,year ending,January 2015 - December 2015,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
13.8,year ending,January 2015 - December 2015,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
52.46,year ending,January 2015 - December 2015,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
29.46,year ending,January 2015 - December 2015,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
4.51,year ending,January 2015 - December 2015,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
11.88,year ending,January 2015 - December 2015,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
44.1,year ending,January 2015 - December 2015,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
39.51,year ending,January 2015 - December 2015,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
7.64,year ending,April 2015 - March 2016,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.63,year ending,April 2015 - March 2016,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.68,year ending,April 2015 - March 2016,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.85,year ending,April 2015 - March 2016,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
4.55,year ending,April 2015 - March 2016,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
14.29,year ending,April 2015 - March 2016,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
52.38,year ending,April 2015 - March 2016,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
28.77,year ending,April 2015 - March 2016,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
5.18,year ending,April 2015 - March 2016,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
14.38,year ending,April 2015 - March 2016,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
50.74,year ending,April 2015 - March 2016,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
29.71,year ending,April 2015 - March 2016,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
4.34,year ending,April 2015 - March 2016,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
13.96,year ending,April 2015 - March 2016,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
52.11,year ending,April 2015 - March 2016,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
29.59,year ending,April 2015 - March 2016,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
4.44,year ending,April 2015 - March 2016,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
12.79,year ending,April 2015 - March 2016,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
44.03,year ending,April 2015 - March 2016,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
38.74,year ending,April 2015 - March 2016,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
7.65,year ending,July 2015 - June 2016,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.63,year ending,July 2015 - June 2016,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.68,year ending,July 2015 - June 2016,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.88,year ending,July 2015 - June 2016,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
4.56,year ending,July 2015 - June 2016,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
14.22,year ending,July 2015 - June 2016,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
52.32,year ending,July 2015 - June 2016,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
28.9,year ending,July 2015 - June 2016,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
5.08,year ending,July 2015 - June 2016,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
14.62,year ending,July 2015 - June 2016,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
50.84,year ending,July 2015 - June 2016,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
29.46,year ending,July 2015 - June 2016,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
4.51,year ending,July 2015 - June 2016,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
14.0,year ending,July 2015 - June 2016,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
52.07,year ending,July 2015 - June 2016,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
29.42,year ending,July 2015 - June 2016,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
4.4,year ending,July 2015 - June 2016,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
11.57,year ending,July 2015 - June 2016,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
45.43,year ending,July 2015 - June 2016,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
38.6,year ending,July 2015 - June 2016,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
7.65,year ending,October 2015 - September 2016,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.64,year ending,October 2015 - September 2016,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.67,year ending,October 2015 - September 2016,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.88,year ending,October 2015 - September 2016,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
4.56,year ending,October 2015 - September 2016,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
14.07,year ending,October 2015 - September 2016,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
52.38,year ending,October 2015 - September 2016,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
28.99,year ending,October 2015 - September 2016,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
4.98,year ending,October 2015 - September 2016,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
14.63,year ending,October 2015 - September 2016,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
50.73,year ending,October 2015 - September 2016,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
